DESCRIPCION,MODELO,COSTO,DIVISA,MONTO Bs,BOLIVARES
RELE NEGRO MAS PER QUE RELE 53 (4 PATA) ,ARAUCA,3.6,8,6970.4728,9.04
RETROVISOR DERECHO,ARAUCA,35,45,39208.9095,50.85
RETROVISOR IZQUIERDO,ARAUCA,35,45,39208.9095,50.85
RINER ARAUCA C/U,ARAUCA,50,60,52278.546,67.8
RINER ARAUCA C/U,ARAUCA,50,60,52278.546,67.8
ROCIADOR DE ACEITE  ,ARAUCA,13,20,17426.182,22.6
RODAMIENTO DELANTERO ORIGINAL DE PLANTA  CJB,ARAUCA,10,20,17426.182,22.6
ROLINERA AGUJA DE CAJA 1/2 ,ARAUCA,6,10,8713.091,11.3
ROLINERA AGUJA DE CAJA 3/4 ,ARAUCA,6,10,8713.091,11.3
ROLINERA AGUJA DE CAJA 5 ,ARAUCA,6,10,8713.091,11.3
ROLINERA AMORTIGUADOR,ARAUCA,3,5,4356.5455,5.65
ROLINERA CAJA  30206 (SALI DEL),ARAUCA,8,10,8713.091,11.3
ROLINERA CAJA  32205 (SALI TRASERA),ARAUCA,8,10,8713.091,11.3
ROTULA  ORIGINAL,ARAUCA,4.5,8,6970.4728,9.04
SAPITO LIMPIA PARABRISA  C/U,ARAUCA,2.5,6,5227.8546,6.78
SELENOIDES CON CERRADURA DE PUERTA DELNTERO IZQ ,ARAUCA,16,25,21782.7275,28.25
SELENOIDES CON CERRADURA PUERTA DELNTERO DERECHA ,ARAUCA,16,25,21782.7275,28.25
SELENOIDES CON CERRADURA PUERTA TRASERA DERECHA ,ARAUCA,16,25,21782.7275,28.25
SELENOIDES CON CERRADURA PUERTA TRASERA IZQ,ARAUCA,16,25,21782.7275,28.25
SENSOR DE ABS DELANTERO DERECHA  C/U,ARAUCA,7,15,13069.6365,16.95
SENSOR DE ABS DELANTERO IZQ   C/U,ARAUCA,7,15,13069.6365,16.95
SENSOR DE ABS TRASERA DERECHA  C/U,ARAUCA,7,15,13069.6365,16.95
SENSOR DE ABS TRASERA IZQ  C/U,ARAUCA,7,15,13069.6365,16.95
SENSOR DE ARBOL DE LEVA  BOSCH ORIGINAL,ARAUCA,9,15,13069.6365,16.95
SENSOR DE CIGUEÑAL  BOSCH ,ARAUCA,9,15,13069.6365,16.95
SENSOR DETONACION GOLPETEO,ARAUCA,8,15,13069.6365,16.95
SENSOR MAF  ORIGINAL BOSCH,ARAUCA,11,20,17426.182,22.6
SENSOR OXIGENO  ORIGINAL,ARAUCA,17,25,21782.7275,28.25
SENSOR VELOCIDAD O ODOMETRO ORIGINAL,ARAUCA,6,10,8713.091,11.3
SINCRONIZADOR 1/2TA CAJA ,ARAUCA,25,35,30495.8185,39.55
SINCRONIZADOR 3/4TA CAJA ,ARAUCA,25,35,30495.8185,39.55
SINCRONIZADOR 5TA CAJA ,ARAUCA,25,35,30495.8185,39.55
STOP DERECHA  CON BOMBILLOS,ARAUCA,48,60,52278.546,67.8
STOP IZQ  CON BOMBILLOS,ARAUCA,48,60,52278.546,67.8
TAMBOR TRASERA ARAUCA C/U,ARAUCA,24,20,17426.182,22.6
TANQUE DE GASOLINA CON BOMBA Y MANGUERA,ARAUCA,140,160,139409.456,180.8
TANQUE RADIADOR INFERIO NEGRO  ORIGINAL,ARAUCA,15,20,17426.182,22.6
TANQUE RADIADOR SUPERIO NEGRO  ORIGINAL,ARAUCA,15,20,17426.182,22.6
TAPA ACEITE NEGRO ,ARAUCA,3.5,5,4356.5455,5.65
TAPA BLANCA DE BOMBA GASOLINA ,ARAUCA,6.5,15,13069.6365,16.95
TAPA DE KIT DE CORREA TIEMPA EXTERNA  (2),ARAUCA,26,35,30495.8185,39.55
TAPA DE TANQUE GASOLINA NEGRO,ARAUCA,6.5,15,13069.6365,16.95
TAPA NEGRO DE BOMBA GASOLINA ,ARAUCA,6,10,8713.091,11.3
TAPA RADIADOR ORIGINAL,ARAUCA,3,6,5227.8546,6.78
TAPA DE REJILLA AIRE DE CENTRAL ARAUCA,ARAUCA,16,25,21782.7275,28.25
TAPA SOL DER  ORIGINAL,ARAUCA,13,25,21782.7275,28.25
TAPA SOL IZQ  ORIGINAL,ARAUCA,13,25,21782.7275,28.25
TAPA VALVULA  COMPLETO,ARAUCA,85,100,87130.91,113
TAPITA DE RINES  CHERY ORIGINAL PLANTA C/U,ARAUCA,2.5,5,4356.5455,5.65
TAPITA RIN  COLOR NEGRO TRAE LETRA R (TRAE 4),ARAUCA,1.5,3,2613.9273,3.39
TAQUETES  ,ARAUCA,45,55,47922.0005,62.15
TENSOR DE CORREA TIEMPO ORIGINAL  (NTN),ARAUCA,22,35,30495.8185,39.55
TENSOR TIEMPO ORIGINAL CON TIJERAS (NTN),ARAUCA,22,35,30495.8185,39.55
TERMINAL  ORIGINAL,ARAUCA,4,8,6970.4728,9.04
TERMOSTATO  ORIGINAL,ARAUCA,6,10,8713.091,11.3
TOMA DE TERMOSTATO O AGUA  ORIGINAL,ARAUCA,7,10,8713.091,11.3
TORNILLOS DE CAMARA  (LARGO NEGRO) C/U,ARAUCA,3.5,5,4356.5455,5.65
TORNILLOS DE CARTER MOTOR ,ARAUCA,3.5,5,4356.5455,5.65
TUBERIA DE AGUA PRINCIPAL ARAUCA ORIGINAL,ARAUCA,23,30,26139.273,33.9
VALVULA DE EXPANCION X1 ,ARAUCA,20,30,26139.273,33.9
VALVULA DE FRENO  ORIGINAL,ARAUCA,3,10,8713.091,11.3
VALVULA DE PRESOSTATICA AIRE ,ARAUCA,7,10,8713.091,11.3
VALVULA DIRECCION HIDRAULICA (QQ6),ARAUCA,12,15,13069.6365,16.95
VALVULA EGR DE GASES,ARAUCA,12,20,17426.182,22.6
VALVULA PCV  ORIGINAL,ARAUCA,6,10,8713.091,11.3
VALVULA PEDAL DE CROCHET,ARAUCA,5,10,8713.091,11.3
VALVULA PRESION ACEITE LARGA,ARAUCA,4,10,8713.091,11.3
VALVULA PRESION ACEITE CORTA,ARAUCA,4,10,8713.091,11.3
VALVULA RETROCESO  ORIGINAL ,ARAUCA,3,10,8713.091,11.3
VALVULA TEMPERATURA ORIGINAL  BOSCH,ARAUCA,5,10,8713.091,11.3
VARILLA ACEITE ,ARAUCA,5,10,8713.091,11.3
Y PLATICO ,ARAUCA,1.7,5,4356.5455,5.65
ACOPLE DIRECCION  NEGRO,ORINOCO,20,30,26139.273,33.9
ALTERNADOR  ORIGINAL,ORINOCO,105,130,113270.183,146.9
AMORTIGUADOR DELANTERO CON ESPIRALES OR KG (EL PAR),ORINOCO,160,180,156835.638,203.4
AMORTIGUADOR DELANTERO DERECHA  ORIGINAL,ORINOCO,38,45,39208.9095,50.85
AMORTIGUADOR DELANTERO IZQUIERDA  ORIGINAL,ORINOCO,38,45,39208.9095,50.85
AMORTIGUADOR TRASERA  ORIGINAL C/U,ORINOCO,25,37,32238.4367,41.81
AMORTIGUADOR MALETA ORIGINAL C/U,ORINOCO,9,15,13069.6365,16.95
ANILLOS ESTANDA  STD ORIGINAL ,ORINOCO,10,15,13069.6365,16.95
"ANILLOS 0.10/0,25 ORIGINAL ",ORINOCO,10,15,13069.6365,16.95
ANILLOS 0.20/0.50 ORIGINAL ,ORINOCO,10,15,13069.6365,16.95
ANILLOS 0.30/0.75 CON JUEGO PISTON OR,ORINOCO,80,90,78417.819,101.7
ANILLOS 0.40/1.00 CON JUEGO PISTON OR,ORINOCO,95,110,95844.001,124.3
ANTENA  ORIGINAL,ORINOCO,12,20,17426.182,22.6
ANTENA INMOVILIZADOR ,ORINOCO,10,15,13069.6365,16.95
ANTINIEBLA  DER,ORINOCO,12,20,17426.182,22.6
ANTINIEBLA  IZQ,ORINOCO,12,20,17426.182,22.6
ANTIRUIDO DE FRENO (1 RUEDA),ORINOCO,3.5,5,4356.5455,5.65
"ARBOL DE LEVA ADMISION  ORIGINAL aplica tiggo 2,0, x5 y h5",ORINOCO,50,60,52278.546,67.8
"ARBOL DE LEVA ESCAPE  ORIGINAL aplica tiggo 2,0, x5 y h5",ORINOCO,50,60,52278.546,67.8
ARO BRONCE SINCRONIZADOR  C/U,ORINOCO,15,20,17426.182,22.6
ARRANQUE  ORIGINAL,ORINOCO,70,85,74061.2735,96.05
AUTOMATICO ARRANQUE  (2 HUECO),ORINOCO,20,30,26139.273,33.9
AUTOMATICO ARRANQUE  (4 HUECO),ORINOCO,23,30,26139.273,33.9
AUTOMATICO ARRANQUE  (3 HUECO),ORINOCO,23,30,26139.273,33.9
AXILALES STD,ORINOCO,5,10,8713.091,11.3
AXIALES 0.10/0.25,ORINOCO,6,10,8713.091,11.3
AXIALES 0.20/0.50,ORINOCO,6,10,8713.091,11.3
BABERO DELANTERO DE PARACHOQUE ,ORINOCO,14,25,21782.7275,28.25
BANDA DE FRENO DE MANO ,ORINOCO,15,20,17426.182,22.6
BASE AMORTIGUADOR  ORIGINAL,ORINOCO,10,15,13069.6365,16.95
BASE ANTINEIBLA DERECHA,ORINOCO,3.5,6,5227.8546,6.78
BASE ANTINEIBLA IZQ,ORINOCO,3.5,6,5227.8546,6.78
BASE CENTRA DE PARACHOQUE TRASERA,ORINOCO,23,35,30495.8185,39.55
BASE DE FILTRO ACEITE ,ORINOCO,20,30,26139.273,33.9
BASE DE FLEXIBLE ORINOCO,ORINOCO,15,25,21782.7275,28.25
BASE DE TERMOSTATO  ORIGINAL,ORINOCO,26,35,30495.8185,39.55
BASE MOTOR DERECHA  ORIGINAL COMPLETO,ORINOCO,38,45,39208.9095,50.85
BASE MOTOR DERECHA  ORIGINAL SIN PLAZO,ORINOCO,32,45,39208.9095,50.85
BASE MOTOR IZQ  ORIGINAL,ORINOCO,23,35,30495.8185,39.55
BASE MOTOR TRASERA ABAJO  ORIGINAL PLATEA,ORINOCO,12,25,21782.7275,28.25
BASE MOTOR TRASERA ARRIBA NEGRO ORIGINAL,ORINOCO,20,35,30495.8185,39.55
BASE O BANDEJA ESPIRALES DEL SUPERIOR ,ORINOCO,10,15,13069.6365,16.95
BASE PARACHOQUE DEL DER,ORINOCO,6,10,8713.091,11.3
BASE PARACHOQUE DEL IZQ,ORINOCO,6,10,8713.091,11.3
BASE PLATICO DE PLACA,ORINOCO,7,15,13069.6365,16.95
BASE SOPORTE PARACHOQUE TRASERA DER,ORINOCO,8,15,13069.6365,16.95
BASE SOPORTE PARACHOQUE TRASERA IZQ,ORINOCO,8,15,13069.6365,16.95
BOBINA ENCENDIDO BOSCH ORIGINAL ,ORINOCO,16,25,21782.7275,28.25
BOMBA AGUA ORIGINAL PLANTA ,ORINOCO,22,35,30495.8185,39.55
BOMBA DE AGUA  ORIGINAL CHERY,ORINOCO,14,25,21782.7275,28.25
BOMBA ACEITE  484 (BARATA),ORINOCO,23,35,30495.8185,39.55
BOMBA ACEITE ORIGINAL CHERY  484FC,ORINOCO,35,50,43565.455,56.5
BOMBA DE FRENO  ORIGINAL,ORINOCO,40,50,43565.455,56.5
BOMBA DE GASOLINA  COMPLETO ORIGINAL,ORINOCO,40,55,47922.0005,62.15
BOMBA DIRECCION  AUTOMATICO,ORINOCO,95,120,104557.092,135.6
BOMBA O MOTOR WIPER LIMPIA PARABRISAS  ORIGINAL,ORINOCO,4,10,8713.091,11.3
BOMBIN INFERIOR ORIGINAL  ,ORINOCO,7,15,13069.6365,16.95
BOMBIN SUPERIOR ORIGINAL  TROKELIADO CHERY,ORINOCO,15,25,21782.7275,28.25
BRAZO BIELA ORIGINAL ,ORINOCO,15,25,21782.7275,28.25
BUJE BUMERAN EXTERNA TRASERA ORIGINAL N30,ORINOCO,6,10,8713.091,11.3
BUJE BUMERAN INTERNO TRASERA ORIGINAL N50,ORINOCO,6,10,8713.091,11.3
BUJE GOMAS DE BARRA ESTABILIZADORA ORIG CON MERTALICA,ORINOCO,4,6,5227.8546,6.78
BUJE GRANDE DE MESETA TRASERA ORIGINAL,ORINOCO,6,10,8713.091,11.3
BUJE GRANDE MESETA DELANTERO,ORINOCO,3,6,5227.8546,6.78
BUJE PEQ  MESETA DELANTERO ,ORINOCO,3,6,5227.8546,6.78
BUJE PEQ  MESETA DELANTERO  ORIGINAL PLANTA,ORINOCO,5,10,8713.091,11.3
BUJE GRANDE MESETA DELANTERO  ORIGINAL PLANTA,ORINOCO,5,10,8713.091,11.3
BUJE TRASERA COMPLETO  ORIGINAL (14 BUJE),ORINOCO,65,80,69704.728,90.4
BUJE TRASERA N 111030  ,ORINOCO,6,10,8713.091,11.3
BUJE TRASERA N 40  ,ORINOCO,5,10,8713.091,11.3
BUJE TRASERA N 60  ,ORINOCO,5,10,8713.091,11.3
BUJE TRASERA N 70  ,ORINOCO,5,10,8713.091,11.3
BUJIA  BOSCH     3ELETR      ,ORINOCO,6.8,10,8713.091,11.3
BUJIA  CHERY     3ELETR               ,ORINOCO,6.8,10,8713.091,11.3
BUJIA  TORCH     3ELRTR            ,ORINOCO,6.64,10,8713.091,11.3
BUJIA CHERY 3 ELECTRODO CAJA 10 UNIDADES ,ORINOCO,1.7,,,
BUJIA PUNTA PLATINO LETRA AZUL (4 BUJIA),ORINOCO,8,10,8713.091,11.3
BUMERA INFERIOR TRASERA DER CON BUJE  ORIG ,ORINOCO,20,30,26139.273,33.9
BUMERA INFERIOR TRASERA IZQ CON BUJE  ORIG ,ORINOCO,20,30,26139.273,33.9
BUMERA SUPERIO TRANSERA CON BUJE  ORIG 2919110,ORINOCO,20,30,26139.273,33.9
CABLES DE BUJIA  ORIGINAL DE PLANTA SEPARADO  (JUEGO),ORINOCO,20,30,26139.273,33.9
CAJA  ORGINAL SINCRONICA,ORINOCO,700,800,697047.28,904
CAJETIN ELECTROASISTIDO  SIN ACCESORIO,ORINOCO,210,230,200401.093,259.9
CAJETIN USA BOMBA DIRECION  COMPLETO,ORINOCO,230,255,222183.8205,288.15
CAMARA COMPLETO ORIGINAL ,ORINOCO,650,750,653481.825,847.5
CAMARA VACIA ORINOCO ORIGINAL,ORINOCO,350,450,392089.095,508.5
CARTEr MOTOR ,ORINOCO,70,80,69704.728,90.4
CATALIZADOR ,ORINOCO,180,200,174261.82,226
CEPILLO LIMPIA PARABRISAS EL JUEGO,ORINOCO,5,10,8713.091,11.3
CERRADURA DE CAPOT  ORIGINAL,ORINOCO,22,30,26139.273,33.9
CERRADURA DE MALETA  ORIGINAL,ORINOCO,22,30,26139.273,33.9
CIGUEñAL  484J ORIGINAL,ORINOCO,110,120,104557.092,135.6
CINTA O RELOJ DE VOLANTE AZUL,ORINOCO,45,55,47922.0005,62.15
COCUYO  DER,ORINOCO,5,10,8713.091,11.3
COCUYO  IZQ,ORINOCO,5,10,8713.091,11.3
COLLARIN DE CROCHET  ORIGINAL LUK CAJA CHERY,ORINOCO,25,35,30495.8185,39.55
COMPRESOR  ORIGINAL AUTOMATICO,ORINOCO,210,230,200401.093,259.9
COMPRESOR  ORIGINAL SINCRIDICA,ORINOCO,210,230,200401.093,259.9
COMPUTADORA ,ORINOCO,110,125,108913.6375,141.25
COMUTADOR DE LUCES,ORINOCO,20,30,26139.273,33.9
COMUTADOR DE ENCENDIDO,ORINOCO,10,15,13069.6365,16.95
CONCHA DE BANCADA 0.10/0.25 ,ORINOCO,6,10,8713.091,11.3
CONCHA DE BANCADA 0.20/0.50 ,ORINOCO,6,10,8713.091,11.3
CONCHA DE BANCADA 0.30/0.75 ,ORINOCO,14,20,17426.182,22.6
CONCHA DE BANCADA 0.401/1.00 ,ORINOCO,14,20,17426.182,22.6
CONCHA DE BANCADA STD  ,ORINOCO,6,10,8713.091,11.3
CONCHA DE BIELA 0.10/0.25 ,ORINOCO,6,10,8713.091,11.3
CONCHA DE BIELA 0.20/0.50 ,ORINOCO,6,10,8713.091,11.3
CONCHA DE BIELA 0.30/0.75 ,ORINOCO,14,20,17426.182,22.6
CONCHA DE BIELA 0.40/1.00 ,ORINOCO,14,20,17426.182,22.6
CONCHA DE BIELAS STD ,ORINOCO,6,10,8713.091,11.3
CONDENSADOR  ORIGINAL,ORINOCO,65,75,65348.1825,84.75
CONECTOR CON CABLE BOMBA GASOLINA ,ORINOCO,2.5,5,4356.5455,5.65
CORNETA ALTA ,ORINOCO,8,15,13069.6365,16.95
CORNETA BAJA ,ORINOCO,8,15,13069.6365,16.95
COPA CAJA 25*24 ORIGINAL SINC,ORINOCO,35,45,39208.9095,50.85
COPA CAJA 25*29 ORIGINAL SINC,ORINOCO,30,45,39208.9095,50.85
CORREA DE TIEMPO MARCA CHERY CLASE A,ORINOCO,10,20,17426.182,22.6
CORREA TIEMPO  DOBLE COSTURA NOMAL,ORINOCO,22,35,30495.8185,39.55
CORREA DE TIEMPO  ORIGINAL DE PLANTA,ORINOCO,40,60,52278.546,67.8
CORREA UNICA  1540 ORIGINAL SINC,ORINOCO,9,15,13069.6365,16.95
CORREA UNICA  1628 ORIGINAL AUTOMATICO TIGGO,ORINOCO,9,15,13069.6365,16.95
CROCHERA DE COMPRESOR  AUTOMATICA,ORINOCO,50,65,56635.0915,73.45
CROCHERA DE COMPRESOR  SINCRONICA,ORINOCO,55,70,60991.637,79.1
CUERPO ACELERACION  ORIGINAL,ORINOCO,70,85,74061.2735,96.05
DAMPE DE MOTOR  484J,ORINOCO,17,25,21782.7275,28.25
DAMPE DE MOTOR  484J PLANTA,ORINOCO,25,35,30495.8185,39.55
DISCO CROCHET  ORGINAL,ORINOCO,32,45,39208.9095,50.85
DISCO FRENOS DELANTERO ,ORINOCO,35,45,39208.9095,50.85
DISCO DE FRENOS TRASERA ,ORINOCO,25,35,30495.8185,39.55
ELECTROVENTILADOR  ORIGINAL,ORINOCO,85,95,82774.3645,107.35
ELEVAVIDRIO DERECHA DELANTERO ,ORINOCO,25,35,30495.8185,39.55
ELEVAVIDRIO DERECHA TRASERA ,ORINOCO,25,35,30495.8185,39.55
ELEVAVIDRIO IZQ DELANTERO ,ORINOCO,25,35,30495.8185,39.55
ELEVAVIDRIO IZQ TRASERA ,ORINOCO,25,35,30495.8185,39.55
EMPACADURA DE CAMARA  AMIENTO ,ORINOCO,2.8,5,4356.5455,5.65
EMPACADURA DE CAMARA METALICA ,ORINOCO,13,20,17426.182,22.6
EMPACADURA TAPA VALVULA  FINA ORIGINAL,ORINOCO,3.5,5,4356.5455,5.65
EMPACADURA TAPA VALVULA  GRUESO,ORINOCO,4,10,8713.091,11.3
EMPACADURA ADMISION ,ORINOCO,2.8,5,4356.5455,5.65
EMPACADURA DE BOMBA ACEITE  ORIGINAL,ORINOCO,2.5,5,4356.5455,5.65
ENFRIADOR DE ACEITE ,ORINOCO,60,70,60991.637,79.1
ENGRANAJES IMPULSOR 3 ERA 35,ORINOCO,16,25,21782.7275,28.25
ENGRANAJES IMPULSOR 4TA 35,ORINOCO,16,25,21782.7275,28.25
ENGRANAJES IMPULSOR 5TA ,ORINOCO,17,25,21782.7275,28.25
ENVASE DE AGUA O RESERVORIO  ORIGINAL,ORINOCO,23,35,30495.8185,39.55
ESPARRAGO RUEDA (5 PIEZAS),ORINOCO,6.5,15,13069.6365,16.95
ESPIRALES DELANTEROS  ORIGINAL C/U,ORINOCO,18,25,21782.7275,28.25
ESPIRALES TRASERA  ORIGINAL C/U,ORINOCO,17,25,21782.7275,28.25
ESTOPELA ARBOL LEVA  PLANTA,ORINOCO,3,5,4356.5455,5.65
ESTOPERA COPA CAJA ,ORINOCO,1.5,5,4356.5455,5.65
ESTOPERA DELANTERO CIGUEÑAL ,ORINOCO,3,5,4356.5455,5.65
ESTOPERA TRASERA CIGÜEÑAL,ORINOCO,3,5,4356.5455,5.65
ESTRIBO DER,ORINOCO,30,40,34852.364,45.2
ESTRIBO IZQ,ORINOCO,30,40,34852.364,45.2
EVAPORADOR ,ORINOCO,50,60,52278.546,67.8
FARO  DER AUT,ORINOCO,75,85,74061.2735,96.05
FARO  IZQ AUT,ORINOCO,75,85,74061.2735,96.05
FILTRO AIRE ANTIPOIRE,ORINOCO,4,8,6970.4728,9.04
FILTRO DE AIRE DE MOTOR ORINOCO ORIGINAL,ORINOCO,5,8,6970.4728,9.04
FILTRO DE BAMBA GASOLINA INTERNA REDONDO,ORINOCO,3.5,5,4356.5455,5.65
FILTRO ACEITE ORINOCO ORIGINAL,ORINOCO,3,5,4356.5455,5.65
FILTRO GASOLINA ORIGINAL CHERY,ORINOCO,3,5,4356.5455,5.65
FILTRO SECADOR DE AIRE ,ORINOCO,20,25,21782.7275,28.25
FLEXIBLE  ORIGINAL,ORINOCO,20,30,26139.273,33.9
FLOTANTE DE BOMBA GASOLINA ,ORINOCO,7,15,13069.6365,16.95
FUSILERA DE BATERIA ,ORINOCO,20,35,30495.8185,39.55
FUSILERA DE PRINCIPAL ,ORINOCO,95,115,100200.5465,129.95
GOMAS DE ESCAPE FLEXIBLE ORIGINAL,ORINOCO,4,10,8713.091,11.3
GOMA CUADRA DE TANQUE RADIADOR ,ORINOCO,1.5,5,4356.5455,5.65
GOMA TAPA DECORATIVA DE MOTOR  C/U,ORINOCO,2,5,4356.5455,5.65
GOMAS DE ABAJO DE PARABRISAS ,ORINOCO,7,12,10455.7092,13.56
GOMAS ESPILARLES INFERIOR,ORINOCO,3.5,5,4356.5455,5.65
GOMAS ESPIRALES SUPERIOR,ORINOCO,3.5,5,4356.5455,5.65
GOMAS NEGRO REDONDO PARA GASOLINA ,ORINOCO,4,10,8713.091,11.3
GORROS DE VALVULA MARCA SKF ORIGINAL PLANTA(JUEGO 16),ORINOCO,10,15,13069.6365,16.95
GORROS O GOMAS VALVULA  COLOR NEGRO (JUEGO 16),ORINOCO,4,10,8713.091,11.3
GUADA POLVO RUEDA DER,ORINOCO,15,25,21782.7275,28.25
GUADA POLVO RUEDA IZQ,ORINOCO,15,25,21782.7275,28.25
GUADARPOLVO AMORTIGUADOR DELANTERO ,ORINOCO,4,10,8713.091,11.3
GUARDAPOLVO INFERIOR DE PARACHOQUE DELANTERO,ORINOCO,40,50,43565.455,56.5
GUAYA DE PUERTA DELANTERO  6105040,ORINOCO,4,10,8713.091,11.3
GUAYA DE PUERTA TRASERA 6205040,ORINOCO,4,10,8713.091,11.3
GUAYA DE VELOCIDAD  ORIGINAL,ORINOCO,25,35,30495.8185,39.55
GUIA DE VALVULA  ORIGINAL (JUEGO 16),ORINOCO,12,20,17426.182,22.6
HORQUILLA 1Y2 ,ORINOCO,12,20,17426.182,22.6
HORQUILLA 3Y4 ,ORINOCO,12,20,17426.182,22.6
HORQUILLA 5TA Y RETROSESO ,ORINOCO,12,20,17426.182,22.6
INYECTOR  ORIGINAL  C/U,ORINOCO,16,25,21782.7275,28.25
JUEGO CILINDRO CON LLAVE SIN CONTROL ORIGINAL,ORINOCO,25,35,30495.8185,39.55
JUEGO VALVULA ADMISION  (8),ORINOCO,12,20,17426.182,22.6
JUEGO VALVULA ESCAPE   (8),ORINOCO,12,20,17426.182,22.6
KIT CORREA TIEMPO ORIGINAL DE PLANTA,ORINOCO,86,100,87130.91,113
KIT CROCHET CRUCHT  ORIGINAL VALEO CON CAJA CHERY,ORINOCO,94,110,95844.001,124.3
KIT DE EMPACADURA ORIGINAL  CON TAPA VAL FINA,ORINOCO,15,25,21782.7275,28.25
KIT GOMA COPA CAJA  C/U,ORINOCO,6.5,10,8713.091,11.3
KIT GOMA PUNTA TRIPOIDE  C/U,ORINOCO,6.5,10,8713.091,11.3
KIT SELLOS MOTOR  ORIN CARTER,ORINOCO,5.5,10,8713.091,11.3
LAPIZ DELANTERO,ORINOCO,4,8,6970.4728,9.04
LAPIZ TRASERO,ORINOCO,5,8,6970.4728,9.04
LLAVE VIRGEN  ORIGINAL,ORINOCO,6.5,10,8713.091,11.3
LOGO CHERY ,ORINOCO,2.5,5,4356.5455,5.65
LUZ DE CRUCE  DER,ORINOCO,7,12,10455.7092,13.56
LUZ DE CRUCE IZQ,ORINOCO,7,12,10455.7092,13.56
MANDO DE SUBIR Y BAJAR VIDRIO ,ORINOCO,5,10,8713.091,11.3
MANDO DE SUBIR Y BAJAR VIDRIO PRINCIPAL ,ORINOCO,15,20,17426.182,22.6
MANGUERA COMBUSTIBLE DE INYECTORES,ORINOCO,16,25,21782.7275,28.25
MANGUERA DE CALEFACCION ENTRADA COMPLETO 510,ORINOCO,16,25,21782.7275,28.25
MANGUERA DE CALEFACCION SALIDA COMPLETO 500,ORINOCO,16,25,21782.7275,28.25
MANGUERA DE RADIADOR INFERIOR  1303301,ORINOCO,6,10,8713.091,11.3
MANGUERA DE RADIADOR SUPERIOR   1303201,ORINOCO,6,10,8713.091,11.3
MANGUERA DE TAPA VALVULA ,ORINOCO,6,10,8713.091,11.3
MANGUERA DE FRENO DELANTERO 6010,ORINOCO,10,15,13069.6365,16.95
MANGUERA DE FRENO DER TRASERA TIPO L 6160,ORINOCO,10,15,13069.6365,16.95
MANGUERA DE FRENO IZQ TRASERA TIPO L 6150,ORINOCO,10,15,13069.6365,16.95
MANGUERA DE FRENO TRASERA 6070,ORINOCO,10,15,13069.6365,16.95
MANGUERA DE PURIFICADOR ORINOCO,ORINOCO,14,23,20040.1093,25.99
MANILLA DELANTERO DER EXTERNA ,ORINOCO,12,20,17426.182,22.6
MANILLA DELANTERO IZQ EXTERNA ,ORINOCO,12,20,17426.182,22.6
MANILLA ORIGINAL DERECHA PUERTA DELANTERO INTERNA ,ORINOCO,6.5,10,8713.091,11.3
MANILLA ORIGINAL DERECHA PUERTA TRASERA EXTERNA,ORINOCO,12,20,17426.182,22.6
MANILLA ORIGINAL DERECHA PUERTA TRASERA INTENA ,ORINOCO,6.5,10,8713.091,11.3
MANILLA ORIGINAL IZQ PUERTA TRASERA EXTERNA,ORINOCO,12,20,17426.182,22.6
MANILLA ORIGINAL IZQUIERDA PUERTA DELANTERO INTERNA,ORINOCO,6.5,10,8713.091,11.3
MANILLA ORIGINAL IZQUIERDA PUERTA TRASERA INTERNA ,ORINOCO,6.5,10,8713.091,11.3
MARTILLOS DE VALVULAS (JUEGO DE 16),ORINOCO,55,65,56635.0915,73.45
MESETA DELANTERO  ORIGINAL,ORINOCO,22,30,26139.273,33.9
MESETA TRASERA DERECHA ,ORINOCO,17,25,21782.7275,28.25
MESETA TRASERA IZQ ,ORINOCO,17,25,21782.7275,28.25
MODULO ABS ,ORINOCO,240,260,226540.366,293.8
MODULO DE DIRECCION  TAPA GRIS,ORINOCO,750,1050,914874.555,1186.5
MODULO INMOVILIZADOR  ETIGUETA BLANCO,ORINOCO,35,45,39208.9095,50.85
MOZO TRSERO  ORIGINAL,ORINOCO,35,45,39208.9095,50.85
MOZO DELANTERO  ORIGINAL,ORINOCO,16,25,21782.7275,28.25
MULTIPLE DE  ESCAPE ORINOCO,ORINOCO,100,110,95844.001,124.3
MUÑON  ORIGINAL,ORINOCO,5,10,8713.091,11.3
PALANCA DE TAPA GASOLINA ,ORINOCO,2.5,5,4356.5455,5.65
PANEL DE DESAGUE ABAJO DE PARABRISA,ORINOCO,30,35,30495.8185,39.55
PARACHOQUE DELANTERO  NEGRO,ORINOCO,95,110,95844.001,124.3
PARRILLA O REJILLA DELANTERO ORIGINAL SIN EMBLEMA,ORINOCO,20,30,26139.273,33.9
PARRILLA DE PARACHOQUE  ORIGINAL,ORINOCO,8,15,13069.6365,16.95
PASTILLA DELANTERO  CON CAJA CHERY,ORINOCO,10,15,13069.6365,16.95
PASTILLA DELANTERO  ORIGINAL caja azul,ORINOCO,15,20,17426.182,22.6
PASTILLA TRASERA  CON CAJA CHERY,ORINOCO,8,15,13069.6365,16.95
PEDAL DE ACELERACION COMPLETO ,ORINOCO,26,35,30495.8185,39.55
PILA BOMBA GASOLINA BOSCH VERDE UNIVESAL CON CAJA NEGRO,ORINOCO,6,10,8713.091,11.3
PILA GASOLINA BOSCH PICO NEGRO ,ORINOCO,6,10,8713.091,11.3
